cat_id,name,breed,age_years,weight_kg,color,gender,vaccinated,neutered,microchipped,owner_city,diet_type,health_status,last_vet_visit,metric_15,category_16,value_17,metric_18,category_19,value_20,metric_21,category_22,value_23,metric_24,category_25,value_26,metric_27,category_28,value_29,metric_30,category_31,value_32,metric_33,category_34,value_35,metric_36,category_37,value_38,metric_39,category_40,value_41,metric_42,category_43,value_44,metric_45,category_46,value_47,metric_48,category_49
1283,Lucy,maine coon,22,4.58, WHITE,Unknown,Yes,,Yes, london,Dry,healthy,,74.1,B,57.0,70.12,A,,65.83,b,31.0,52.86,A,19.0,40.47,C,26.0,54.33,a,9.0,74.51,a,99.0,65.93,B,72.0,69.45,B,49.0,52.85,B,86.0,74.46,A,18.0,71.8,C
1284,Milo,Scottish Fold,2,3.21,Mixed,F,,No,Unknown,Sydney,Dry,SICK,Jan 5 2024,27.52,C,75.0,17.99,Unknown,24.0,57.14,C,13.0,30.65,C,42.0,54.91,D,25.0,47.76,C,42.0,54.92,B,73.0,-4.18,D,64.0,30.57,C,47.0,45.16,B,28.0,47.25, ,4.0,35.51,D
1285,Shadow,Ragdoll ,4,6.05,black ,,No,No,Yes,New York,wet,Healthy,,69.34,Unknown,,6.82, ,44.0,47.26,B,35.0,50.85,B,29.0,19.38,C,44.0,46.44,b,49.0,42.77,A,48.0,51.33,C,57.0,76.87,A,13.0,-5.75,Unknown,74.0,61.43,a,31.0,74.7,D
1286,Milo,British Shorthair,24,6.8,,,yes,No,No,Sydney,dry,Sick,,52.24,A,77.0,25.32, ,91.0,70.55,b,43.0,47.21,C,52.0,58.42,D,84.0,90.2,C,95.0,56.06,a,17.0,71.34, ,87.0,27.32,a,,47.39,b,44.0,83.49,B,62.0,56.91,b
1287,Tiger,abyssinian,0,5.04,Orange,F,Y,Yes,,New York,dry,Healthy,2024/01/05,61.59,a,,68.95,a,48.0,59.81,D,24.0,84.54,C,77.0,89.14,a,58.0,33.52,D,14.0,41.85,A,68.0,37.43,Unknown,78.0,34.22,D,,72.87, ,78.0,33.91,a,43.0,21.86,C
1288,Kitty,SCOTTISH FOLD,11,5.77,Black,male,yes,YES,No,Sydney,Mixed,Healthy,Jan 5 2024,17.45,b,68.0,73.99,B,16.0,60.45,a,33.0,86.92,Unknown,32.0,44.87,D,,21.47,A,16.0,29.99, ,96.0,61.89,C,,10.39,B,32.0,13.37,A,21.0,unknown,b,74.0,77.59,Unknown
1289,Shadow, Sphynx,4,4.15,,male,no,,Unknown, london,Mixed,Checkup Needed,2024-01-05,41.19,C,46.0,49.64, ,40.0,58.81,D,24.0,58.54, ,75.0,35.55,a,3.0,32.32,C,73.0,83.65,D,12.0,63.75,a,14.0,78.56,b,3.0,61.56,b,56.0,37.79,A,7.0,67.14,B
1290,Nala, British Shorthair,13,4.82,White,Male,No,Yes,Unknown, london,Dry,Healthy,2024-01-05,56.04,a,64.0,64.79,C,74.0,88.44,a,12.0,64.64,D,64.0,82.76,A,90.0,56.72,a,,53.69,b,25.0,56.56,A,63.0,43.11,D,52.0,56.91,b,65.0,30.76,B,,53.06,Unknown
1291,Tiger,persian,23,2.71,Orange,Unknown,,,No,London,dry,healthy,05/01/2024,72.22,B,42.0,54.13,C,6.0,14.06, ,45.0,58.83,A,66.0,34.24,C,88.0,62.09, ,2.0,23.59,B,16.0,60.27,A,32.0,74.11, ,,17.0,a,72.0,37.35,D,96.0,90.15,B
1292,Kitty,ABYSSINIAN,14,3.58,black ,female,Y,,Yes, london,Dry,SICK,05/01/2024,7.77,b,54.0,44.27,Unknown,79.0,40.92,Unknown,4.0,74.18,B,27.0,56.48,b,42.0,8.74,B,,49.5,D,64.0,25.96,B,74.0,69.34,b,34.0,77.56, ,96.0,63.68, ,34.0,59.29,A
1293,Leo,bengal,14,2.58,Gray,Female,yes,,,Berlin,,healthy,,32.16,D,69.0,67.12, ,,43.73,D,45.0,N/A,A,45.0,68.09,B,8.0,96.36,Unknown,58.0,34.56,A,,71.63,A,94.0,41.83,Unknown,0.0,35.59,D,27.0,36.92,B,77.0,65.24,C
1294,Luna,maine coon,16,6.87,Mixed,male,No,Yes,Unknown,New York,Wet,Checkup Needed,Jan 5 2024,56.68,B,79.0,22.46,B,63.0,10.66,a,61.0,71.49,b,61.0,64.32,Unknown,61.0,120.77,A,13.0,29.16,b,95.0,69.47,B,11.0,24.16,Unknown,97.0,46.49,b,14.0,64.75,a,47.0,27.72,a
1295,Simba,,7,3.95,Black,female,No,,Unknown,Paris,dry,Checkup Needed,05/01/2024,37.52,A,31.0,54.49,a,15.0,48.03,b,32.0,58.31,Unknown,24.0,-5.96,B,52.0,58.53,C,93.0,83.84,C,56.0,53.83,A,24.0,37.2,C,33.0,48.41,C,36.0,68.78,b,63.0,74.4,A
1296,Chloe,maine coon,23,3.02,Gray,M,Y,,Unknown,London,Wet,Checkup Needed,05/01/2024,57.89, ,76.0,59.99,b,92.0,42.67,C,93.0,33.26,Unknown,,24.53,C,2.0,73.86,Unknown,27.0,59.09,B,85.0,61.5, ,6.0,23.15,A,62.0,65.97,D,40.0,74.87,Unknown,55.0,61.51, 
1297,Leo,ABYSSINIAN,-2,3.72,,M,,No,,,,,,41.01,C,67.0,15.87,D,71.0,54.98,C,53.0,58.25,b,25.0,69.36,B,6.0,43.42, ,,59.1,C,91.0,50.83,B,20.0,39.12,C,37.0,52.86,C,50.0,71.36,D,49.0,48.71,B
1298,Chloe,Abyssinian,13,5.82,Orange,,yes,,No,Tokyo,wet,SICK,Jan 5 2024,70.27, ,61.0,68.02,Unknown,11.0,37.75, ,95.0,34.34,D,2.0,68.52,B,61.0,35.3,D,56.0,67.24, ,66.0,86.81,b,78.0,48.91,B,76.0,42.38,C,,57.04,D,14.0,14.95,A
1299,Oreo,maine coon,19,4.27,,M,Y,,,,dry,Checkup Needed,2024/01/05,22.43, ,4.0,61.18,B,0.0,53.78,a,,25.0,A,64.0,74.06, ,26.0,29.25,a,12.0,32.47, ,93.0,57.4,C,41.0,52.23,D,4.0,52.87,b,54.0,17.43,B,40.0,48.92,D
1300,Chloe,Unknown,14,3.65,Gray,female,N,,No,TOKYO,Wet,Healthy,05/01/2024,35.64,D,26.0,33.31,C,72.0,32.85, ,42.0,63.5,B,41.0,22.32,A,,80.6,A,95.0,23.15,D,77.0,44.96, ,46.0,40.05,B,32.0,81.83, ,99.0,62.59,D,54.0,66.47, 
1301,Tiger,maine coon,8,1.99,Brown,M,yes,No,Yes,Berlin,Wet,,,56.89,C,70.0,24.45, ,36.0,51.06, ,73.0,4.17,b,67.0,64.3,A,16.0,44.75,b,8.0,50.93,C,0.0,28.5,Unknown,2.0,51.07,b,80.0,56.14,A,49.0,45.03,A,34.0,39.07,A
1302,Oliver,abyssinian,2,2.79,Mixed,Male,yes,Yes,Unknown,,,,2024-01-05,56.54,C,45.0,11.55,b,22.0,error,D,16.0,71.51,b,1.0,44.35,C,24.0,81.49,a,68.0,80.14,b,87.0,75.15,D,,29.62,D,89.0,31.92, ,2.0,49.09,C,28.0,58.65, 
1303,Bella,Unknown,5,4.25,Brown,male,Y,No,No,Sydney,Dry,Sick,,43.1,B,53.0,83.51,Unknown,15.0,66.27,b,99.0,54.21,Unknown,5.0,,b,4.0,30.26,A,55.0,48.24, ,39.0,29.54,A,42.0,50.98,B,57.0,19.71,a,38.0,33.07,D,88.0,92.48,C
1304,Shadow,Bengal ,21,4.64,Brown,female,yes,Yes,No,Tokyo,Wet,Healthy,,unknown,Unknown,59.0,43.63,Unknown,97.0,66.13,C,33.0,73.6,D,10.0,55.49,D,99.0,42.42, ,79.0,59.33,A,31.0,78.4,C,40.0,91.26,b,4.0,50.53,C,58.0,54.2,Unknown,41.0,40.53,a
1305,Simba,,15,2.21,,F,No,,Unknown,TOKYO,dry,Sick,Jan 5 2024,31.76,B,37.0,70.68,A,71.0,33.06,a,4.0,41.5,Unknown,99.0,34.15,a,33.0,64.63, ,3.0,40.37, ,55.0,64.43,C,93.0,68.65,D,,57.65,C,94.0,49.98, ,1.0,52.86,B
1306,Oreo,Unknown,6,16.44,Orange,F,,,,Berlin,dry,SICK,2024/01/05,89.95,a,19.0,51.49,C,59.0,39.06,B,46.0,70.56,a,20.0,34.89,D,11.0,48.11,Unknown,92.0,41.44,Unknown,39.0,70.73,a,66.0,79.05,B,98.0,61.15,C,93.0,44.0,D,29.0,35.27, 
1307,Leo,,4,5.71, WHITE,female,Yes,No,,Toronto,dry,Checkup Needed,,73.71,A,12.0,73.39,B,36.0,46.82,A,10.0,64.8, ,61.0,85.96,Unknown,10.0,45.24, ,4.0,58.63,A,48.0,63.03,Unknown,53.0,61.46,B,35.0,68.37,B,26.0,41.31,A,66.0,81.43, 
1308,Loki,Bengal,11,4.96,Orange,,Y,YES,, london,Dry,Healthy,2024-01-05,63.49,Unknown,69.0,35.42,Unknown,68.0,26.98,C,52.0,48.56,b,4.0,62.3,B,58.0,48.26,B,55.0,79.87,a,50.0,44.34,D,5.0,41.62, ,12.0,25.12, ,,40.21,A,99.0,52.24,B
1309,Simba,british shorthair,3,29.58,,Female,Y,YES,Yes,Sydney,,healthy,,50.24, ,66.0,46.01,a,23.0,61.91,Unknown,50.0,31.58,D,77.0,45.6,A,68.0,40.04,a,5.0,5.5,b,,55.14,Unknown,35.0,43.43,C,11.0,91.93,b,97.0,44.49, ,,35.23,b
1310,Kitty,British Shorthair ,15,4.01,Orange,,yes,YES,Yes,Tokyo,Dry,SICK,,44.75,C,47.0,22.47, ,48.0,57.65,D,92.0,67.63,A,10.0,55.49,B,7.0,60.09,B,73.0,55.82,Unknown,26.0,30.81,D,17.0,26.97,A,96.0,37.81,Unknown,87.0,47.44,D,28.0,36.59,b
1311,Simba,british shorthair,3,3.96,Mixed,M,,NO,Unknown,Paris,Mixed,SICK,Jan 5 2024,14.7,B,27.0,42.64,A,10.0,40.72,D,46.0,66.14,Unknown,75.0,69.53,D,48.0,44.51,A,56.0,23.27, ,34.0,41.96,B,77.0,32.38,Unknown,15.0,74.67,C,70.0,40.19,D,56.0,15.64,B
1312,Leo,British Shorthair ,2,4.63,White,female,Yes,No,Yes,London,Wet,Healthy,05/01/2024,66.95,Unknown,89.0,41.65,B,71.0,53.3,b,42.0,49.16,b,74.0,43.36,b,17.0,44.65,b,7.0,45.44, ,97.0,32.39,A,92.0,55.88,a,72.0,44.59,C,45.0,32.89,B,,67.85,b
1313,Kitty, Abyssinian,0,4.83,,Unknown,no,Yes,Yes,London,Mixed,Sick,05/01/2024,70.49,a,47.0,45.72,a,8.0,45.49, ,30.0,5.88,b,51.0,56.32,C,,44.63,b,91.0,46.41,D,68.0,4.78,a,15.0,65.31,a,68.0,67.1,C,15.0,29.25,Unknown,11.0,85.83,D
1314,Shadow,siamese,20,6.84,White,Unknown,no,,Unknown,,Wet,Healthy,,50.05,b,55.0,32.17,a,,41.93,B,33.0,63.51,b,38.0,25.35,a,97.0,47.97,B,69.0,80.61,A,9.0,73.95,A,47.0,92.73,Unknown,54.0,79.31,C,27.0,60.74,Unknown,22.0,68.49, 
1315,Leo,Siamese ,24,3.9,Black,Male,No,NO,No,Paris,Mixed,SICK,,53.73,A,3.0,45.68,b,36.0,125.15,a,83.0,36.46,Unknown,,64.78,B,49.0,27.95,Unknown,33.0,85.98,C,24.0,51.48,B,48.0,51.47,C,44.0,11.49,Unknown,39.0,54.78,a,64.0,33.04,C
1316,Tiger,,15,6.46,Black,Unknown,Y,,Unknown,London,,SICK,,57.62,A,24.0,-7.56,b,86.0,24.18,B,,90.12,a,92.0,71.32,C,54.0,66.69,B,47.0,46.13,A,56.0,36.08,B,82.0,17.41,b,7.0,60.6,b,56.0,54.89,C,68.0,57.61,D
1317,Simba,Siamese,-1,2.89,Black,Male,Y,Yes,No,London,Dry,,2024/01/05,40.7,b,58.0,66.28,A,92.0,17.61,D,93.0,25.93,a,88.0,60.18,Unknown,48.0,44.85,D,,3.32,Unknown,34.0,60.39,a,94.0,53.55,C,34.0,52.87,B,68.0,56.35,b,27.0,65.88,D
1318,Milo,Unknown,5,5.38, WHITE,Unknown,no,NO,,Paris,Mixed,healthy,,18.53, ,70.0,57.8,C,96.0,69.22,C,79.0,62.16, ,99.0,59.29, ,50.0,81.02,D,20.0,63.1,B,13.0,27.31,Unknown,62.0,67.04,B,76.0,66.07,B,2.0,16.93, ,53.0,53.09,C
1319,Lucy, British Shorthair,11,3.67,black ,Female,Yes,NO,Unknown,Toronto,dry,Checkup Needed,05/01/2024,58.86,a,34.0,32.61,D,92.0,31.77,Unknown,22.0,44.58,Unknown,81.0,46.77,D,93.0,85.03, ,95.0,38.23,C,77.0,37.72,a,36.0,59.79,A,,41.84,Unknown,95.0,45.97,B,46.0,46.46,A
1320,Leo, Sphynx,23,2.89,Gray,,Y,YES,,TOKYO,Dry,Sick,05/01/2024,59.6,D,85.0,32.15,a,88.0,48.86,a,,38.88,b,50.0,42.69,D,84.0,56.1,A,,32.3,C,7.0,66.72,A,72.0,61.35,D,54.0,56.93,Unknown,,46.73,b,46.0,34.31,a
1321,Tiger,Unknown,3,7.23,Black,female,no,No,Unknown, london,Dry,healthy,,50.99,C,38.0,54.56, ,48.0,27.35,D,53.0,63.24,D,,31.28,C,67.0,57.69,D,16.0,44.49,B,54.0,63.77,a,98.0,54.75,C,68.0,92.92,C,49.0,14.64,A,,64.59,B
1322,Chloe,BRITISH SHORTHAIR,2,4.74,Black,F,,,,Paris,,Sick,2024/01/05,65.76,A,34.0,14.53, ,7.0,34.2, ,,32.0,C,84.0,17.47,a,97.0,55.99, ,14.0,64.19,a,0.0,71.27,a,44.0,51.63,C,99.0,26.24,a,88.0,44.7,A,35.0,32.13,D
1323,Simba,,24,6.01,Mixed,Male,Yes,No,,TOKYO,wet,,2024-01-05,89.87,C,89.0,41.71, ,33.0,43.13,B,19.0,26.36,C,65.0,15.76,D,85.0,36.49,D,82.0,35.66,a,28.0,27.69,b,15.0,37.91,a,64.0,64.38,A,29.0,70.82,Unknown,11.0,30.36,D
1324,Nala,Maine Coon ,15,5.29,black ,male,yes,Yes,,Tokyo,,Checkup Needed,05/01/2024,55.44,C,4.0,56.19,a,95.0,58.14,D,98.0,79.03,Unknown,,70.04,C,58.0,54.39,a,19.0,67.97,A,51.0,28.69,a,90.0,39.12,a,47.0,40.45,C,90.0,74.81,b,94.0,62.4,B
1325,Lucy,Unknown,13,5.74,Mixed,,N,YES,Yes,Sydney,dry,SICK,05/01/2024,65.48,b,53.0,8.24,A,0.0,37.86,A,29.0,10.27,B,11.0,29.82,B,80.0,44.65,a,70.0,54.1,C,61.0,43.66,B,70.0,25.38,B,19.0,41.58,Unknown,4.0,10.34,A,3.0,4.71,C
1326,Smokey,,19,4.28, WHITE,,N,No,No,Tokyo,Wet,Healthy,Jan 5 2024,48.91,B,17.0,50.08,C,78.0,54.44, ,13.0,75.34,b,59.0,38.76, ,8.0,76.6,B,73.0,39.73,Unknown,5.0,52.05,C,,20.1,A,70.0,87.73,C,98.0,50.98,Unknown,82.0,20.82,a
1327,Nala,,5,2.82,Gray,Unknown,No,NO,No,TOKYO,wet,Checkup Needed,2024-01-05,31.87,C,55.0,80.85,C,5.0,45.21,a,38.0,56.14,A,92.0,50.81,A,54.0,26.93,C,19.0,59.67,A,19.0,20.11,b,53.0,78.23,A,41.0,72.38,a,94.0,48.08,A,16.0,40.11, 
1328,Loki,Persian ,6,5.75,White,Male,Y,NO,,,Mixed,healthy,2024-01-05,49.51,a,75.0,76.5,A,25.0,17.56,C,24.0,43.82,B,86.0,,D,48.0,69.68,D,82.0,53.81,b,9.0,51.41,b,,59.76,C,64.0,69.51,a,8.0,56.65,A,32.0,52.69,C
1329,Bella,Unknown,16,2.58,Gray,male,Yes,Yes,Yes, london,Dry,Sick,,31.72,D,36.0,65.2, ,,54.5,Unknown,14.0,47.5,a,89.0,35.83,Unknown,59.0,23.33,C,93.0,49.86,B,97.0,88.64,A,80.0,11.87,D,63.0,93.76,D,52.0,75.65,Unknown,5.0,47.35,A
1330,Leo,scottish fold,18,5.4,Black,male,no,Yes,No,Tokyo,,Checkup Needed,Jan 5 2024,19.16,a,60.0,72.55,b,,27.38,B,,46.61,A,38.0,54.22,B,32.0,35.94,C,85.0,90.68,D,,58.84,a,97.0,56.56,C,40.0,51.56,a,2.0,70.8,A,15.0,28.96,b
1331,Kitty,Unknown,23,2.25,,female,Yes,NO,No, london,,Sick,2024/01/05,66.12,b,12.0,49.13,B,30.0,70.97,b,49.0,59.6,C,2.0,49.29,D,49.0,69.34,b,66.0,29.83,a,39.0,57.09, ,92.0,42.05, ,57.0,54.3,B,48.0,62.04,A,7.0,68.01, 
1332,Shadow,Maine Coon ,5,7.54,Gray,,Y,No,No,Toronto,dry,Healthy,2024-01-05,23.59,b,15.0,N/A,B,85.0,53.58,B,44.0,51.56,Unknown,10.0,52.51,A,58.0,41.47,C,83.0,88.1, ,8.0,56.44, ,97.0,55.24,b,4.0,44.59,B,,66.27,D,79.0,55.55,A
1333,Tiger,ABYSSINIAN,0,3.78,black ,Female,,No,Yes,London,Dry,Checkup Needed,2024-01-05,55.71,A,33.0,55.38,b,27.0,40.58,a,,60.38,Unknown,40.0,57.18,B,6.0,58.15,b,40.0,72.83,a,22.0,65.57,A,82.0,65.82,D,59.0,58.43,C,94.0,62.01,Unknown,47.0,50.17,Unknown
1334,Kitty,Persian ,6,0.94,Mixed,Male,Y,NO,No,Paris,Wet,Healthy,2024-01-05,50.2,a,87.0,42.29,C,3.0,64.99,a,88.0,25.7,b,40.0,63.87, ,52.0,47.91, ,16.0,20.36,D,62.0,33.98,a,6.0,14.32, ,83.0,47.57,a,43.0,94.68,C,61.0,46.43,B
1335,Lucy,MAINE COON,16,4.09,,Female,no,NO,Unknown,Toronto,,healthy,05/01/2024,69.36,A,42.0,32.58,A,86.0,66.29, ,95.0,47.98,Unknown,22.0,62.31,A,54.0,75.91,a,11.0,8.46,a,24.0,N/A,b,98.0,79.98,a,36.0,56.09,a,84.0,50.73,D,89.0,45.81,B
1336,Oreo,RAGDOLL,15,2.82, WHITE,Male,,NO,Unknown, london,dry,Sick,05/01/2024,8.47,B,78.0,79.14,a,71.0,64.25,b,12.0,66.48,a,70.0,60.98,D,80.0,unknown,b,,15.62,A,34.0,30.66,b,5.0,45.22,C,21.0,42.54,D,94.0,77.83,B,81.0,55.24,D
1337,Oliver,Sphynx ,6,4.4,Black,Male,yes,,,London,wet,healthy,05/01/2024,37.22,a,71.0,69.68,C,75.0,51.99,b,83.0,51.74,D,67.0,36.65,A,27.0,50.83,b,73.0,74.24,D,38.0,39.97,b,44.0,111.06,D,80.0,4.96,B,88.0,66.47,C,92.0,81.18,Unknown
1338,Shadow,sphynx,5,5.82,Black,F,,YES,Unknown,New York,Mixed,Checkup Needed,2024-01-05,43.26,A,75.0,6.46,a,52.0,N/A,A,18.0,31.55,C,18.0,76.44,b,64.0,46.79,A,24.0,84.3,D,83.0,68.47,a,61.0,57.0,D,,32.74, ,48.0,68.19, ,21.0,56.31, 
1339,Smokey, Persian,-1,4.82, WHITE,Female,no,,Unknown,London,Dry,Checkup Needed,,58.95,a,16.0,31.91,b,85.0,43.62,D,15.0,58.13,A,34.0,unknown,a,11.0,41.9,B,54.0,52.45,a,62.0,54.6,b,64.0,21.3,D,43.0,40.61,B,0.0,68.15,Unknown,45.0,11.52,B
1340,Leo,Bengal ,1,2.03,White,F,No,,,New York,Mixed,Sick,Jan 5 2024,73.39,A,26.0,57.23,B,18.0,70.72,b,24.0,46.83,C,39.0,42.76,B,65.0,58.64,Unknown,12.0,39.67, ,85.0,57.17,B,45.0,70.16, ,54.0,48.4, ,14.0,73.8,Unknown,,64.89,A
1341,Bella,BRITISH SHORTHAIR,24,4.28, WHITE,Male,Y,NO,,Berlin,wet,SICK,,63.98, ,37.0,34.63, ,29.0,78.12,D,,83.69,B,81.0,62.11,Unknown,12.0,87.1,b,52.0,9.79,D,7.0,60.64, ,32.0,58.41,a,,23.23,Unknown,99.0,64.78,Unknown,74.0,69.16,D
1342,Simba,SCOTTISH FOLD,19,4.03,black ,female,N,YES,,Tokyo,,healthy,2024/01/05,34.81,D,6.0,44.83,B,6.0,81.45,C,,unknown,D,79.0,20.72, ,11.0,18.42,b,36.0,57.85,b,57.0,67.5,A,9.0,62.0,A,12.0,32.54, ,17.0,56.81,C,60.0,55.65,A
1343,Tiger,scottish fold,13,5.41,Mixed,,N,NO,No,Tokyo,dry,,2024/01/05,26.81,A,68.0,57.77,A,89.0,7.64,D,55.0,6.55,C,,46.12,C,60.0,41.88,a,58.0,50.55,b,49.0,45.81,A,60.0,52.4,B,34.0,85.56,Unknown,53.0,46.18,D,72.0,24.45,C
1344,Oreo,,22,6.31,Brown,Female,,NO,No,Tokyo,Mixed,Healthy,2024-01-05,45.45,b,78.0,49.44,D,88.0,56.91, ,59.0,26.14,b,,76.75,A,12.0,66.54,A,13.0,86.57,D,89.0,79.36, ,87.0,38.31,Unknown,59.0,33.72,a,21.0,41.63,a,59.0,45.67,A
1345,Lucy,,15,4.59,Brown,female,No,Yes,No, london,dry,Checkup Needed,,51.52,C,74.0,54.7,C,48.0,40.68,D,61.0,56.47,C,68.0,76.33,Unknown,,30.74,A,0.0,77.48,B,,46.52,D,55.0,57.03,B,57.0,18.06, ,61.0,41.33,B,89.0,55.91,b
1346,Shadow,RAGDOLL,17,3.92,Mixed,M,Y,YES,Yes,Berlin,,healthy,,77.64,C,23.0,82.71,D,96.0,45.53,B,40.0,69.94,A,3.0,44.32,Unknown,37.0,27.39,A,90.0,56.61,a,48.0,27.09,C,62.0,32.82,Unknown,57.0,26.59,A,90.0,82.38,C,95.0,81.99,a
1347,Lucy, British Shorthair,23,3.89,Gray,M,Y,No,Yes,Sydney,dry,Healthy,,21.94,B,82.0,55.62,b,45.0,42.25,B,,58.77,D,47.0,53.45,a,44.0,55.83,D,80.0,41.26,Unknown,12.0,54.31,D,34.0,28.58,B,42.0,62.17,b,64.0,49.61,B,44.0,66.93,Unknown
1348,Luna,Unknown,-1,4.97,black ,Male,,NO,Yes,,Dry,Sick,2024-01-05,45.35,Unknown,78.0,28.39,Unknown,70.0,69.22,D,62.0,38.61,b,83.0,28.88,Unknown,24.0,37.93,D,86.0,25.24,D,39.0,50.85,D,25.0,89.38,B,,48.63,D,76.0,71.24,C,32.0,51.65,Unknown
1349,Smokey,ABYSSINIAN,8,4.18,Black,female,N,YES,,Tokyo,Wet,Checkup Needed,,56.22,b,12.0,,a,66.0,65.13,D,28.0,80.53,a,33.0,39.02,Unknown,56.0,33.18,B,89.0,53.69,Unknown,88.0,13.58,Unknown,94.0,49.88,B,2.0,68.62,a,94.0,58.74,a,78.0,60.16, 
1350,Lucy,bengal,16,0.88,Black,,no,Yes,Unknown,Paris,wet,SICK,,52.39,B,11.0,69.08,A,99.0,53.5,C,22.0,41.06,B,,44.01, ,81.0,39.54,B,10.0,59.55,C,56.0,37.34,b,53.0,34.2, ,21.0,71.94,b,89.0,55.69,b,63.0,51.89,D
1351,Simba,british shorthair,5,5.36,Brown,male,No,No,Yes,Tokyo,Dry,Healthy,Jan 5 2024,48.63,B,76.0,42.55, ,41.0,18.75,a,34.0,35.02,D,51.0,28.58,D,45.0,50.59,A,50.0,77.02,A,83.0,66.89,A,74.0,69.17,b,99.0,25.3,a,49.0,36.83,a,34.0,29.95,Unknown
1352,Lucy,Sphynx ,9,3.16,black ,female,no,No,No,Tokyo,Mixed,,,49.92,D,91.0,55.77,b,18.0,60.49,a,68.0,89.21,a,56.0,51.88,B,47.0,59.7,a,53.0,53.92,b,56.0,39.35,Unknown,25.0,89.28,B,86.0,93.51,Unknown,58.0,78.82,B,,45.82,A
1353,Milo,Maine Coon ,3,3.89,black ,F,Y,No,,Toronto,dry,healthy,05/01/2024,62.34, ,90.0,79.76,C,83.0,23.74, ,27.0,45.19,A,39.0,52.19,a,72.0,34.04,C,42.0,52.23,Unknown,49.0,87.11,a,56.0,41.42,D,,60.89,b,3.0,error,Unknown,99.0,78.41,C
1354,Oliver,,24,3.47,Black,Male,no,YES,Unknown,London,Wet,Sick,05/01/2024,7.69,a,52.0,23.59,C,66.0,-9.3,Unknown,47.0,45.93,B,25.0,1.96, ,10.0,47.93, ,30.0,59.36,Unknown,0.0,55.49,A,74.0,60.89,B,94.0,29.5,a,79.0,47.68,B,45.0,60.49,A
1355,Bella,,6,4.43,Brown,Male,N,NO,Yes,New York,,Healthy,,38.49,b,16.0,85.06, ,82.0,64.02,b,60.0,38.8,C,38.0,35.14,Unknown,,71.01,Unknown,,40.64,B,99.0,19.31,C,,74.33,B,80.0,48.36, ,47.0,35.34,a,98.0,28.76,C
1356,Smokey,,3,4.84,Mixed,,,Yes,No,Paris,Mixed,Healthy,05/01/2024,64.02,a,42.0,68.2,D,65.0,54.44,B,1.0,70.27,B,4.0,68.73, ,9.0,32.19,A,82.0,48.31,A,58.0,61.47,A,80.0,79.97,A,21.0,16.77, ,45.0,15.4,C,55.0,26.57,A
1357,Luna,,17,5.61, WHITE,F,Yes,NO,Unknown,London,Dry,SICK,2024-01-05,42.84,C,,59.57,D,38.0,60.58,D,42.0,49.08,A,88.0,46.98, ,1.0,70.5,C,7.0,48.62, ,36.0,60.34,B,51.0,43.12,D,61.0,34.07,A,73.0,28.6, ,78.0,39.48, 
1358,Bella,SCOTTISH FOLD,0,7.84,Mixed,Unknown,yes,YES,Yes,London,,,2024-01-05,72.89,C,95.0,47.94,a,6.0,63.01,D,89.0,64.76,a,74.0,29.44,C,61.0,46.14,C,99.0,42.79, ,12.0,42.18, ,69.0,57.7,A,67.0,-5.33,b,86.0,89.84,D,89.0,21.92, 
1359,Nala, Sphynx,19,3.44,Orange,Male,yes,YES,Unknown,London,dry,Checkup Needed,,54.61,B,,83.6,B,98.0,81.06,b,58.0,56.04,A,98.0,44.48,B,35.0,72.69,b,74.0,40.57,C,24.0,58.33,D,86.0,72.43,a,51.0,68.78,Unknown,48.0,59.39, ,1.0,38.6,A
1360,Shadow, Sphynx,2,6.11,Black,Male,yes,No,,,dry,Checkup Needed,2024/01/05,56.26,b,28.0,54.7,a,3.0,58.88,A,42.0,53.46,D,,42.36,A,89.0,53.12, ,37.0,56.73,a,19.0,21.91,b,41.0,62.54,Unknown,,26.01,D,,61.62, ,53.0,44.1,B
1361,Nala,Abyssinian,22,6.5,Orange,Male,,NO,No, london,Dry,Healthy,Jan 5 2024,56.92, ,26.0,46.33,C,58.0,72.06,D,11.0,44.35,B,49.0,47.37,b,,43.9,a,82.0,N/A,C,99.0,70.95,b,11.0,2.98, ,99.0,12.45,Unknown,42.0,48.87, ,13.0,35.58,D
1362,Oliver,BENGAL,-1,5.68,Brown,male,yes,Yes,No,Berlin,wet,Sick,2024-01-05,46.56,Unknown,10.0,61.52,A,36.0,25.76,A,19.0,43.17,Unknown,17.0,30.91, ,23.0,41.14,C,5.0,25.74,B,38.0,47.89,a,0.0,22.92,B,62.0,65.17,a,98.0,61.14,D,28.0,57.49,B
1363,Lucy,Unknown,-2,2.68,black ,Female,Yes,YES,, london,wet,,Jan 5 2024,41.58,D,,48.23,a,1.0,53.55,b,49.0,68.49,Unknown,32.0,31.22,b,34.0,41.4,a,21.0,62.25,Unknown,97.0,78.13,a,97.0,49.15,a,53.0,28.51,C,76.0,39.47,C,90.0,40.19,C
1364,Smokey,Siamese,22,4.92,Black,female,,NO,,London,wet,healthy,,50.8,C,10.0,46.6,Unknown,35.0,59.99,b,71.0,13.08,A,97.0,65.41,b,22.0,64.08,D,78.0,46.05,C,54.0,35.18,C,22.0,70.84,B,94.0,22.62,B,2.0,18.34,B,29.0,error, 
